title,price,link
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel UHD Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG","30,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MjU4NjQ5OTM1OTI2MTA3OjE3MjcyNjk2Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDM0MjQ3Nzc4ODAzMjo6MTo6&url=%2FAcer-i3-1215U-Windows-Graphics-AL15-52%2Fdp%2FB0CY1Z82QW%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.TshA_zvgcR4gtCnW9wJYAl9zJ-backXYcIbUkk7SdqPRRSzdmssqD3dX8AQHb8zJEEvq5spg_T2URvLCl4AYzw.TOIScC8ap-RqgAuiuHtHPSxOTvrYeEAbvSNjtTbYBlw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CY1Z82QW%26pd_rd_r%3D3374a7af-ebf3-499c-9940-634660f83e35%26pd_rd_w%3D8r4hg%26pd_rd_wg%3DzKJcv%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DS327P9EKGWAK869GBSD2%26qid%3D1727269668%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-18-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU","47,516",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MjU4NjQ5OTM1OTI2MTA3OjE3MjcyNjk2Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI0NTk4Nzg3ODAzMjo6Mjo6&url=%2FHP-15-6-inch-Graphics-Speakers-ey2001AU%2Fdp%2FB0C9DDN2JB%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.TshA_zvgcR4gtCnW9wJYAl9zJ-backXYcIbUkk7SdqPRRSzdmssqD3dX8AQHb8zJEEvq5spg_T2URvLCl4AYzw.TOIScC8ap-RqgAuiuHtHPSxOTvrYeEAbvSNjtTbYBlw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0C9DDN2JB%26pd_rd_r%3D3374a7af-ebf3-499c-9940-634660f83e35%26pd_rd_w%3D8r4hg%26pd_rd_wg%3DzKJcv%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DS327P9EKGWAK869GBSD2%26qid%3D1727269668%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-19-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MjU4NjQ5OTM1OTI2MTA3OjE3MjcyNjk2Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE2Njg4OTkyNDczMjo6Mzo6&url=%2FHP-i3-1215U-15-6-inch-Graphics-Speakers%2Fdp%2FB0BP2M7CCS%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.TshA_zvgcR4gtCnW9wJYAl9zJ-backXYcIbUkk7SdqPRRSzdmssqD3dX8AQHb8zJEEvq5spg_T2URvLCl4AYzw.TOIScC8ap-RqgAuiuHtHPSxOTvrYeEAbvSNjtTbYBlw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0BP2M7CCS%26pd_rd_r%3D3374a7af-ebf3-499c-9940-634660f83e35%26pd_rd_w%3D8r4hg%26pd_rd_wg%3DzKJcv%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DS327P9EKGWAK869GBSD2%26qid%3D1727269668%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-20-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray","43,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MjU4NjQ5OTM1OTI2MTA3OjE3MjcyNjk2Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE2NjgwODUwMDkzMjo6NDo6&url=%2FMagicBook-i5-12450H-Anti-Glare-Full-Size-Keyboard%2Fdp%2FB0CRQB4HBP%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.TshA_zvgcR4gtCnW9wJYAl9zJ-backXYcIbUkk7SdqPRRSzdmssqD3dX8AQHb8zJEEvq5spg_T2URvLCl4AYzw.TOIScC8ap-RqgAuiuHtHPSxOTvrYeEAbvSNjtTbYBlw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CRQB4HBP%26pd_rd_r%3D3374a7af-ebf3-499c-9940-634660f83e35%26pd_rd_w%3D8r4hg%26pd_rd_wg%3DzKJcv%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DS327P9EKGWAK869GBSD2%26qid%3D1727269668%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-21-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Intel UHD Graphics/Win 11/MSO 21/1Yr ADP Free/Alexa/Grey/1.6Kg), 83EM008GIN","64,990",https://amazon.in//Lenovo-IdeaPad-i7-13620H-Graphics-83EM008GIN/dp/B0D6NCVQZQ/ref=sr_1_22?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-22
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","23,990",https://amazon.in//Lenovo-IdeaPad-Celeron-Warranty-82V6009LIN/dp/B0D6Z2H2HR/ref=sr_1_23?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-23
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","33,990",https://amazon.in//Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=sr_1_24?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-24
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"HP Laptop 15, 12th Gen i3-1215U, 15.6-inch (39.6 cm), FHD, Anti-Glare, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11, MSO 2021, Silver, 1.69 kg), 15s-fy5006TU","35,999",https://amazon.in//HP-i3-1215U-15-6-inch-Anti-Glare-15s-fy5006TU/dp/B0CJBL2QWY/ref=sr_1_25?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-25
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), eq2212AU","31,990",https://amazon.in//HP-Anti-Glare-Graphics-15s-eq2212AU/dp/B0BQN2HV46/ref=sr_1_26?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-26
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black","12,949",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR495DW5/ref=sr_1_5?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.9_DYRQ4JIiUfuVtg49iGBA7sI-H1D611a7veVphpElxUphSgxH2HIqEAjIbfvzgwS9OGJ00HaFmR6Pok8m6JNRBiZBvrjNN5esTjo5rma7hKg1vV8fQB6-5IT_T373CLq4wI-AD4l2E4YkPcAr0T_p5ZFmlFwkuazYZTBCX08-L3DxWBmfh-SruzL7ptfnp-1jU6PB0tegHxVwk8yDbDtiNrszv_wIboQOrC3aX40aA.6fUi69r5sUGc6KCeDl-4-ixidnitZXEyxyeI3ey1CA8&dib_tag=se&keywords=laptop&qid=1727269663&sprefix=laptop%2Caps%2C230&sr=8-5
N/A,N/A,N/A
"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB RAM/512GB/Win11/Office 2021/Silver/1.7 kg), X1502ZA-EJ542WS","47,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NDU4MzY5NzMxMzkzNjY1OjE3MjcyNjk2Njg6c3BfbXRmOjMwMDExOTk5Mjg5MzYzMjo6MDo6&url=%2FASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ542WS%2Fdp%2FB0C5Y3JBC4%2Fref%3Dsr_1_27_sspa%3Fcrid%3D82JPIJIXTHA6%26dib%3DeyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727269668%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop(Win11Home/16GB RAM/512GB SSD/Intel UHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display, Backlit Keyboard, Pure Silver, 1.7KG","41,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NDU4MzY5NzMxMzkzNjY1OjE3MjcyNjk2Njg6c3BfbXRmOjMwMDM0MjQ5MTEyODEzMjo6MDo6&url=%2FAcer-i5-12450H-Win11Home-Graphics-AL15-52H%2Fdp%2FB0DDL495SX%2Fref%3Dsr_1_28_sspa%3Fcrid%3D82JPIJIXTHA6%26dib%3DeyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727269668%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"ASUS Vivobook Go 15, Intel Celeron N4500, 15.6""(39.62cm) FHD 16:9 60 Hz, Thin & Light Laptop (8GB RAM/512 SSD/Intel HD Graphics/Win 11/Office 2021/Fingerprint Sensor/Star Black/1.57 Kg),E510KA-EJ011WS","24,990",https://amazon.in//ASUS-Vivobook-Intel-Celeron-39-62cm/dp/B0D81DRTXQ/ref=sr_1_29?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-29
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"ASUS Vivobook 14 Thin and Light Laptop, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS","34,990",https://amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_30?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-30
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon Graphics, 720p HD Camera, Backlit KB, Thin & Light (Win 11, MSO 2021, Silver, 1.69 kg), eq2182AU","42,990",https://amazon.in//HP-15-6-inches-Micro-Edge-Anti-Glare-15s-eq2182AU/dp/B0B4N77Y34/ref=sr_1_31?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-31
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 Whr/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG","20,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSTHRD/ref=sr_1_32?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-32
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)","18,990",https://amazon.in//Chuwi-HeroBook-Plus-Processor-Graphics/dp/B0D9QQ7SS1/ref=sr_1_33?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-33
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg","36,990",https://amazon.in//Dell-Inspiron-3530-i3-1305U-Comfortview/dp/B0C4ZM63RP/ref=sr_1_34?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-34
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"ASUS Vivobook 15 Thin and Light Laptop,Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, (16GB RAM/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ541WS","47,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ541WS/dp/B0C7H6SSC8/ref=sr_1_35?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-35
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Lenovo V15 12th Gen Intel Core i7-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN","52,990",https://amazon.in//Lenovo-V15-i7-1235U-Windows-82TTA073IN/dp/B0DDY3XT48/ref=sr_1_36?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g&dib_tag=se&keywords=laptop&qid=1727269668&sprefix=laptop%2Caps%2C230&sr=8-36
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
